"","Start_Date","End_Date","Company","Lecture","Lecture_Comments","Responsive","Responsive_Comments","Student_Guide","Guide_Comment","Lab_Exercises","Lab_Comments","Classroom","Classroom_Comments","Computer","Computer_Comments","Network","Network_Comments","See_Hear","See_Hear_Comments","Years_Experience","Experience_Comments","IP_or_Telephony_Background","Background_Comments","Had_Knowledge_Skills","Knowledge_Skills_Comments","Metaswitch_Experience","Metaswitch_Exp_Comments","Attended__Appropriate_Time","Appropriate_Time_Comments","Learned_What_I_Needed","Learned_Comment","Recommend_Class","Recommend_Comments","Feedback","Instructor","Location","Course","Technical_Details"
"155","2016-06-17 5:19:16","2016-06-17 5:23:12","windstream","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","Other (please specify) live oak, fl.","Other (please specify) Windstream NOC training","Strongly Agree   "
"156","2016-06-17 4:13:08","2016-06-17 4:17:01","Syringa Networks","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Agree","","Yes","As long as they are adequately prepared","","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"157","2016-06-17 4:03:30","2016-06-17 4:11:15","Syringa Networks","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","I should have had more of a background in the Metaswitch interface than I did... ","Less than 3 months","","No","Some online classes that introduce you to call flow were have enhanced my experience. I felt like I was constantly playing catch up to the call flow.","Agree","My goal was to become familiar with the call flow and become comfortable driving the boxes so I could manage a team.","Yes","Genaro is very professional and makes sure you understand the concepts. He won't give you the answers he makes you think about them. ","","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"158","2016-06-17 4:03:01","2016-06-17 4:11:42","","Agree","","Agree","","Agree","","Disagree","I think some of the labs were vague in wording and didn't clearly state what was required of them.","Agree","","Agree","","Agree","","Strongly Agree","","Six to Ten Years","","Telephony","","Agree","","12 to 23 months","","","","Agree","","No","This class doesn't relate to our switch configuration. ","I think the best scenario for training would be via webex.  If an instructor could look at our current switch configuration and see exactly how we use it then they could base a training class specifically to our needs.  This would be the most beneficial means of training for me and my co-workers.","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations ","  Disagree "
"159","2016-06-17 4:02:50","2016-06-17 4:12:03","","Strongly Agree","","Strongly Agree","","Agree","","Disagree","The majority of the exercises were geared towards a configuration not used by our company","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","Both IP and Telephony","","Agree","","2 to 5 years","","No","","Disagree","","Yes","But, only to a colleague that is new to the Metaswitch.  The majority of this course doesn't relate to our configuration","","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"160","2016-06-17 4:02:13","2016-06-17 4:36:21","Pioneer Telephone Cooperative","Disagree","It was difficult to keep up with each lesson. jumped around a lot and changed subjects.","Strongly Agree","Genaro was very good about responding to questions and giving help.","Agree","","Disagree","Seemed more Class 4 switches than Class 5","Agree","","Agree","would be nice to have two screens, so I don't have to have so many windows open.","Agree","","Agree","","Twenty One or More Years","","Telephony","","Agree","","12 to 23 months","","Yes","","Disagree","most things do not apply to my switch and if did, did not spend enough time on the subjects","Yes","","All of the Translations class should be divided into class 5 and class 4 switches. As for presentation go through what is being done through screen shots so late for the exercises you will know what is expected and can use at a later date. The student guide has no use after the class and the lab book does not help without the instructor input. I try to make notes but there is not enough time. ","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"161","2016-06-17 4:01:14","2016-06-17 4:18:08","Intrado","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Agree","It would be nice to have dual monitor to handle two or more applications' presentation.  Otherwise it is OK.","Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","I have the background, but not the specifics for Metaswitch.","Less than 3 months","With some preparations, readings before coming to class, listening well to a good instructor it was good.","Yes","Yes and no, I would benefit more had I have more experience.  However I gained good knowledge.","Agree","","Yes","","Perhaps more material for references, examples of real world experiences... recommendations of usage and trade offs for different implementation selection.  This may be available in Metaswitch community.   I am aware of the site and will search it after.","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"162","2016-06-16 11:26:59","2016-06-16 12:40:27","LinkBermuda","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","6 or more years","","Yes","","Strongly Agree","","","","Thank you for the encouragement and allowing us to express our own creativity and design ideas.","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"163","2016-06-10 4:54:45","2016-06-10 5:03:40","Integra","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Disagree","This is not a Metaswitch issue.","Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","Mostly Telephony","Strongly Agree","","6 or more years","","Yes","The Integra Perimeta is online, and will have live traffic in a few weeks.","Agree","The Class was very good, but there needs to be either a secondary Advanced concepts and routing section or another class.  Integra must be able to perform ENUM look lookups, and SIP REFER routing.","Yes","","The Class was very good, but there needs to be either a secondary Advanced concepts and routing section or another class.  Integra must be able to perform ENUM look lookups, and SIP REFER routing.  ","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"164","2016-06-10 4:55:56","2016-06-10 4:58:23","Integra","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","IP","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"165","2016-06-10 4:54:24","2016-06-10 5:06:17","Integra","Strongly Agree","Jake knew his stuff and presented in a way that was easy to follow and interesting","Strongly Agree","very technical group with lots of knowledge and he handled every question very well","Strongly Agree","","Strongly Agree","","Agree","this was on our site","Agree","our own devices","Agree","our network","Strongly Agree","","Twenty One or More Years","","Telephony","","Strongly Agree","","6 or more years","On the CFS and UMG, have had Perimeta in our lab for a while but this was faily new to all of us","Yes","","Agree","As we all know training and real world are vastly different, I believe this gave us all a good baseline to work from","Yes","","Training is always subjective to the student. Some training slides were off on some specific things but Jake caught those pointed them out and we worked around it. There should be an advanced Perimeta class and also some training on CDR functionality. Perimeta is a perfect example of a platform that could support a product suite which does not need switch features and with that the calls would not have to go to the CFS UMG but could be billed in the SBC.","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"166","2016-06-10 4:53:52","2016-06-10 5:09:20","Integra","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Twenty One or More Years","","Both IP and Telephony","","Agree","","6 or more years","","Yes","","Agree","","Yes","","","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"167","2016-06-10 4:53:53","2016-06-10 4:58:30","Integra Telecom","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"168","2016-06-10 4:54:46","2016-06-10 4:59:44","Integra","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Strongly Agree","","Yes","","Great class and Great teacher.  Please give more credits to Integra for training.","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"169","2016-06-10 4:54:36","2016-06-10 4:59:09","Integra","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Twenty One or More Years","","Telephony","","Agree","","6 or more years","","Yes","","Agree","","Yes","","No. ","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"170","2016-06-10 4:55:06","2016-06-10 4:59:31","Integra","Strongly Agree","","Strongly Agree","","","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Agree","would have welcomed a little more technical discussion about perimeta advanced features","Yes","","Jake is a great instructor.  Made learning the material a breeze.  Would gladly take a course taught by him again! ","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"171","2016-06-10 4:54:06","2016-06-10 4:59:59","Integra","Strongly Agree","","Strongly Agree","Very knowledgeable and concise with his information","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Twenty One or More Years","","Telephony","","Agree","","6 or more years","","Yes","","Agree","","Yes","Although, in this case they were already in attendance.","","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"172","2016-06-10 4:54:08","2016-06-10 5:10:28","Integra","Agree","","Strongly Agree","","Disagree","seemed out of order in some places, no high level overview at the start to prepare you for the terms ahead, etc.","Disagree","seemed very canned with little room for thought or challenge","Agree","on-site, not Meta problem.","Agree","on-site, not Meta problem.","Agree","on-site, not Meta problem.  VPN provided by Meta worked fine.","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Disagree","Missing topics from the class where related to our deployment like MMF and in-depth configurations for routing and adjacencies.  I was under the impression that this was going to be a more custom training since we are a tech company and already familiar with the base concepts of telephony and metaswitch.  ","Yes","If they need a base course on what an SBC does and what perimeta does.","Jake did a good job, but I felt limited by the material prepared.  When I was at a previous company, we had a custom training course for the CFS, SAS, and this same base Perimeta course.  I was hoping for at least a half a week in the more advanced features with thought based labs.","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","  Disagree "
